nom_hotel,pays,ville,adresse,nb_stars,note_commentaire,note_personnel,note_equipements,note_proprete,note_confort,note_rapp_qual_prix,note_site_geo,note_wifi,points_forts,lieu_appro,resto_cafe_appro,attraction_appro,env_nat_appro,transport_appro,aeroport_appro,type_logement,salle_de_bains,chambre,vue,en_exterieur,cuisine,equipements_en_chambre,coin_salon,high_tech,restauration,internet,parking,reception,services_de_nettoyage,services_d_affaires,en_supplement,securite,general,piscine_exterieure,bien_etre,langues_parlees,activites,divertissements,accessibilite
The Greens Old Town Bangkok,"Thaïlande


–

Excellent emplacement - voir la carte",10200 Bangkok,ตรอก โรงไหม  Phra Nakhon,3,9,"9,7","8,5","9,2","9,1","9,4","9,6",unknown,Connexion Wi-Fi gratuite ||Chambres familiales ||Chambres non-fumeurs ||Réception ouverte 24h/24 ||Climatisation ||Ascenseur ||Bagagerie ||Espace fumeurs ,,,,,,,Chambre Double Standard1 lit superposé  : 3 adultes||Chambre Double Standard1 lit simpleet1 grand lit double  : 3 adultes||Chambre Double Standard1 lit simpleet1 grand lit double  : 3 adultes||Chambre Double Standard1 lit simpleet1 grand lit double  : 3 adultes||Chambre Double Supérieure1 lit simpleet1 grand lit double  : 3 adultes||Chambre Double Supérieure1 lit simpleet1 grand lit double  : 3 adultes||Chambre Double Deluxe2 lits simpleset1 grand lit double  : 4 adultes||Chambre Double Deluxe2 lits simpleset1 grand lit double  : 4 adultes||Chambre Lit Queen-Size 1 grand lit double  : 2 adultes||Chambre Lit Queen-Size 1 grand lit double  : 2 adultes||Chambre Lit Queen-Size 1 grand lit double  : 2 adultes||Chambre Lit Queen-Size 1 grand lit double  : 2 adultes||Chambre Familiale2 lits simpleset2 grands lits doubles  : 6 adultes||Chambre Familiale2 lits simpleset2 grands lits doubles  : 6 adultes,Serviettes||Serviettes / linge de lit (frais supplémentaires)||Salle de bains privative||Toilettes||Sèche-cheveux||Douche,unknown,Vue sur la ville||Vue,unknown,unknown,unknown,unknown,unknown,unknown,Une connexion Wi-Fi est disponible dans tout l'établissement gratuitemen,L'établissement ne dispose pas de parkin,unknown,unknown,unknown,unknown,Extincteurs||Caméras de surveillance à l'extérieur de l'établissement||Caméras de surveillance dans les parties communes||Détecteurs de fumée||Cartes d'accès||Sécurité 24h/24,Détecteur de monoxyde de carbone||Espace fumeurs||Climatisation||Établissement entièrement non-fumeurs||Ascenseur||Chambres familiales||Chambres non-fumeurs,unknown,unknown,Anglais||Thaï,unknown,unknown,unknown
Nantra Ploenchit hotel,"Thaïlande


–

Bon emplacement - voir la carte


–

Accès à la gare",10330 Bangkok,27/12 Soi Nai Lert  Wireless Rd. Phathumwan  Pathumwan,3,6.3,"7,3","6,5","6,6","6,9","7,1","7,6","7,0",Connexion Wi-Fi gratuite ||Chambres familiales ||Chambres non-fumeurs ||Climatisation ||Blanchisserie/laverie ||Ascenseur ||Service de ménage quotidien ,"Ayothaya Elephant Village 300m||Kid Zone 350m||Doggie 450m||Dogs Playground 450m||Oxxy Dancing 500m||Merry Go Round 500m||The Exclusive 6th 550m||Central Friendly Land 650m||Dog Dog 700m||Bangkok Dolls Museum & Factory 1,4km||",Café / barSretsis Parlour 350m||Café / barPaul 350m||Café / barStarbucks Coffee 400m||,"SEA LIFE Bangkok Ocean World 1,5km||Suan Pakkad Palace Museum 1,7km||Madame Tussauds Bangkok 1,9km||Parc Lumpini 1,9km||Parc Benjakitti 2,2km||Maison de Jim Thompson 2,2km||Palais royal 6km||Musée national de Bangkok 6km||",unknown,"TrainGare BTS - Ploen Chit 400m||MétroChit Lom 650m||TrainGare BTS - Chit Lom 650m||MétroNana 1km||BusGare routière d'Ekamai 4,9km||BusGare routière de Mo Chit 7km||","TrainGare BTS - Ploen Chit 400m||MétroChit Lom 650m||TrainGare BTS - Chit Lom 650m||MétroNana 1km||BusGare routière d'Ekamai 4,9km||BusGare routière de Mo Chit 7km||",Chambre Double Standard1 lit double  : 2 adultes||Chambre Double Deluxe1 grand lit double  : 2 adultes||Chambre Familiale1 lit simpleet1 lit double  : 3 adultes||Suite1 grand lit double  : 2 adultes,Papier toilette||Serviettes||Toilettes||Articles de toilette gratuits||Douche,unknown,unknown,unknown,Réfrigérateur,unknown,Bureau,Télévision à écran plat||Chaînes du câble||Téléphone,unknown,Une connexion Wi-Fi est disponible dans tout l'établissement gratuitemen,L'établissement ne dispose pas de parkin,unknown,unknown,unknown,unknown,Coffre-fort,Climatisation||Ascenseur||Chambres familiales||Chambres non-fumeurs,unknown,unknown,Anglais||Thaï,unknown,unknown,unknown
Suraya Bangkok,"Thaïlande


–

Excellent emplacement - voir la carte",10200 Bangkok,237/8 ถนน พระสุเมรุ  Phra Nakhon,3,8,"9,5","8,0","8,2","8,0","8,6","9,1",10,Connexion Wi-Fi gratuite ||Chambres familiales ||Chambres non-fumeurs ||Bar ||Climatisation ,,,,,,,Chambre Double Deluxe2 lits simpleset1 grand lit double  : 4 adultes||Chambre Lit Queen-Size Deluxe1 lit simpleet1 lit double  : 3 adultes||Chambre Triple Standard3 lits simples  : 3 adultes||Chambre Triple Classique1 lit simpleet1 grand lit double  : 3 adultes||Chambre Standard Lit Queen-Size1 grand lit double  : 2 adultes||Chambre Double Deluxe1 grand lit double  : 2 adultes,Papier toilette||Serviettes||Salle de bains privative||Sèche-cheveux,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Bar,Une connexion Wi-Fi est disponible dans tout l'établissement gratuitemen,L'établissement ne dispose pas de parkin,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Anglais||Thaï,unknown,unknown,unknown
Tinidee Trendy Bangkok Khaosan,"Thaïlande


–

Excellent emplacement - voir la carte",10200 Bangkok,42 Soi Rambuttri Tani  Taladyod Phra Nakhon  Phra Nakhon,4,8.6,"9,1","8,8","9,0","9,0","8,8","9,3","8,2",Piscine extérieure ||Connexion Wi-Fi gratuite ||Chambres familiales ||Chambres non-fumeurs ||Parking gratuit ||Restaurant ||Réception ouverte 24h/24 ||Plateau/bouilloire dans tous les hébergements ||Bar ,"Galerie nationale 400m||Parc Santichiprakan 500m||Monument de la Démocratie 550m||Musée national de Bangkok 600m||Sanam Luang 700m||Phra Pin-klao Bridge 750m||Rattanakosin Exhibition Hall 800m||Bangkok City Pillar 850m||Palais royal 1,3km||Museum of Siam 1,8km||",Café / barGloria Jeans 10m||Café / barMoka world 10m||RestaurantTuptim Restaurant 20m||,"Vimanmek Mansion 2,2km||Palais Chitralada 2,7km||Maison de Jim Thompson 3,5km||Madame Tussauds Bangkok 3,9km||Thailand Creative & Design Center 4,2km||SEA LIFE Bangkok Ocean World 4,4km||Parc Lumpini 5km||",unknown,"TrainWang Burapha 1,5km||TrainSanam Chai 1,7km||MétroMétro (MRT) Hua Lamphong 3,2km||MétroRatchathewi 3,8km||BusGare routière de Mo Chit 8km||BusGare routière du sud - Sai Tai Mai 8km||","TrainWang Burapha 1,5km||TrainSanam Chai 1,7km||MétroMétro (MRT) Hua Lamphong 3,2km||MétroRatchathewi 3,8km||BusGare routière de Mo Chit 8km||BusGare routière du sud - Sai Tai Mai 8km||","Chambre Double Deluxe1 grand lit double  : 2 adultes, 1 enfant||Chambre Lits Jumeaux Deluxe2 lits simples  : 2 adultes, 1 enfant||Chambre Triple1 lit simpleet1 lit superposé  : 3 adultes||Chambre Familiale1 lit superposéet1 grand lit double  : 4 adultes, 2 enfants",Papier toilette||Serviettes||Bidet||Salle de bains privative||Toilettes||Articles de toilette gratuits||Sèche-cheveux||Douche,unknown,Vue sur la ville||Vue,Mobilier extérieur,Bouilloire électrique||Réfrigérateur,Portant,Bureau,Télévision à écran plat,Vin/champagne En supplément||Buffet avec options enfants||Bar||Restaurant||Plateau / bouilloire,Une connexion Wi-Fi est disponible dans tout l'établissement gratuitemen,Un parking gratuit et privé est disponible sur place (uniquement sur réservation,unknown,unknown,unknown,unknown,Extincteurs||Caméras de surveillance à l'extérieur de l'établissement||Caméras de surveillance dans les parties communes||Détecteurs de fumée||Alarme de sécurité||Cartes d'accès||Sécurité 24h/24||Coffre-fort,Détecteur de monoxyde de carbone||Espace fumeurs||Climatisation||Établissement entièrement non-fumeurs||Chambres anti-allergie||Chambres insonorisées||Ascenseur||Chambres familiales||Équipements pour les personnes handicapées||Chambres non-fumeurs,unknown,Parasols,Anglais||Thaï,unknown,unknown,Cordon d'alarme dans la salle de bains||Toilettes surélevées||Toilettes avec barres d'appui||Accessible en fauteuil roulant||Logement entièrement accessible en fauteuil roulant
Centara Life Hotel Bangkok Phra Nakhon,"Thaïlande


–

Très bon emplacement - voir la carte",10200 Bangkok,78 Prajatipatai Road Baan Phantom Pranakorn  Phra Nakhon,4,8.6,"9,1","8,8","9,2","9,1","8,7","8,4","8,7",Piscine extérieure ||Connexion Wi-Fi gratuite ||Navette aéroport ||Chambres familiales ||Chambres non-fumeurs ||Centre de remise en forme ||Parking gratuit ||Plateau/bouilloire dans tous les hébergements ||Bar ,"MDog Run 550m||Monument de la Démocratie 600m||Rattanakosin Exhibition Hall 600m||Parc Santichiprakan 1km||Galerie nationale 1,2km||Sanam Sua Pa Lawn 1,4km||Musée national de Bangkok 1,4km||Sanam Luang 1,4km||Bangkok City Pillar 1,5km||Vimanmek Mansion 1,6km||",Café / barZoo bar 150m||Café / barAmazon 150m||Café / barKitty Cat Café 200m||,"Palais royal 1,9km||Palais Chitralada 2km||Museum of Siam 2,2km||Maison de Jim Thompson 2,9km||SEA LIFE Bangkok Ocean World 3,8km||Parc Lumpini 5km||",unknown,"TrainWang Burapha 1,6km||TrainYommarat 1,9km||MétroMétro (MRT) Hua Lamphong 3km||MétroRatchathewi 3,1km||BusGare routière de Mo Chit 7km||BusGare routière du sud - Sai Tai Mai 9km||","TrainWang Burapha 1,6km||TrainYommarat 1,9km||MétroMétro (MRT) Hua Lamphong 3km||MétroRatchathewi 3,1km||BusGare routière de Mo Chit 7km||BusGare routière du sud - Sai Tai Mai 9km||","Chambre Lit King-Size Supérieure1 très grand lit double  : 3 adultes, 1 enfant||Chambre Lits Jumeaux Supérieure2 lits simples  : 2 adultes, 1 enfant||Chambre Lit King-Size Deluxe1 très grand lit double  : 3 adultes, 1 enfant||Chambre Lits Jumeaux Deluxe2 lits simples  : 3 adultes, 1 enfant||Chambre Lit King-Size1 très grand lit double  : 3 adultes, 1 enfant||Chambre Lits Jumeaux2 lits simples  : 3 adultes, 1 enfant||Chambre Double2 lits doubles  : 3 adultes, 1 enfant||Suite1 très grand lit double  : 4 adultes, 2 enfants",Articles de toilette gratuits||Sèche-cheveux,unknown,unknown,Mobilier extérieur||Terrasse bien exposée||Terrasse,unknown,unknown,unknown,Téléphone,Café sur place||Fruits En supplément||Vin/champagne En supplément||Menus enfants En supplément||Menus pour régimes spéciaux (sur demande)||Petit-déjeuner en chambre||Bar||Restaurant||Plateau / bouilloire,Une connexion Wi-Fi est disponible dans tout l'établissement gratuitemen,Un parking gratuit et public est disponible sur place (sans réservation préalable,Facture fournie sur demande||Bagagerie||Service de change||Réception ouverte 24h/24,Service de ménage quotidien||Presse à pantalons En supplément||Service de repassage||Nettoyage à sec En supplément||Blanchisserie/laverie En supplément,Fax/photocopies En supplément||Centre d'affaires En supplément||Salles de réunion/réception En supplément,unknown,Extincteurs||Caméras de surveillance à l'extérieur de l'établissement||Caméras de surveillance dans les parties communes||Détecteurs de fumée||Alarme de sécurité||Cartes d'accès||Sécurité 24h/24||Coffre-fort,Service de navette En supplément||Espace fumeurs||Climatisation||Établissement entièrement non-fumeurs||Paniers-repas||Chambres insonorisées||Ascenseur||Chambres familiales||Équipements pour les personnes handicapées||Navette aéroport En supplément||Chambres non-fumeurs||Service d'étage,unknown,Fitness||Centre de remise en forme,Anglais||Thaï,Happy hour En supplément,unknown,Accessible en fauteuil roulant
Livotel Express Hotel Ramkhamhaeng 50 Bangkok,"Thaïlande


–

Bon emplacement - voir la carte",10240 Bangkok,38 Soi Ramkhamhaeng 50 Huamak  Bangkapi,no rating,6.8,"8,1","7,2","7,0","7,1","7,8","7,3","2,5",Connexion Wi-Fi gratuite ||Chambres non-fumeurs ||Réception ouverte 24h/24 ||Climatisation ||Ascenseur ||Service de ménage quotidien ||Bagagerie ||Espace fumeurs ,"Jojoke 450m||Dog Park-Bangkapi 900m||Plus City Park Playground 1,4km||Lumpini Playground 1,6km||Iris Shuttle Bus 1,7km||Abac Condo Parking Area 1,7km||The Mall Fun Park 1,8km||Kidder Club 2km||The Park 2,1km||Parc du Roi Rama IX 8km||",Café / barStarbucks Coffee 550m||Café / barAchi Cafe 900m||Café / barAndraCafe'BAA 950m||,Parc Benjakitti 9km||Bangkok Dolls Museum & Factory 10km||Wachirabenchathat Park 11km||Parc Lumpini 11km||SEA LIFE Bangkok Ocean World 11km||Maison de Jim Thompson 12km||Musée national de Bangkok 16km||Palais royal 16km||,LacThap Chang Lake 5km||,"TrainRamkhamhaeng 2,4km||TrainHua Mark Airport Rail Link Station 2,4km||MétroHua Mak (Airport Link) 2,4km||MétroRamkhamhaeng (Airport Link) 4,9km||BusGare routière d'Ekamai 7km||BusGare routière de Mo Chit 11km||","TrainRamkhamhaeng 2,4km||TrainHua Mark Airport Rail Link Station 2,4km||MétroHua Mak (Airport Link) 2,4km||MétroRamkhamhaeng (Airport Link) 4,9km||BusGare routière d'Ekamai 7km||BusGare routière de Mo Chit 11km||","Chambre Double Standard1 très grand lit double  : 2 adultes, 1 enfant||Chambre Lits Jumeaux Standard2 lits simples  : 2 adultes||Chambre Familiale1 lit simpleet1 très grand lit double  : 3 adultes, 1 enfant",Papier toilette||Serviettes||Salle de bains privative||Toilettes||Articles de toilette gratuits||Douche,Linge de maison||Armoire ou penderie,Vue sur la ville||Vue,Terrasse||Balcon,Table à manger||Bouilloire électrique||Réfrigérateur,Prise près du lit||Étendoir||Portant,Bureau,Télévision à écran plat||Chaînes satellite||Téléphone||Télévision,unknown,Une connexion Wi-Fi est disponible dans tout l'établissement gratuitemen,L'établissement ne dispose pas de parkin,Facture fournie sur demande,unknown,unknown,unknown,Extincteurs||Caméras de surveillance à l'extérieur de l'établissement||Caméras de surveillance dans les parties communes||Détecteurs de fumée||Alarme de sécurité||Clés d'accès||Sécurité 24h/24,Supérette sur place||Espace fumeurs||Climatisation||Établissement entièrement non-fumeurs||Sol carrelé / en marbre||Chapelle/lieu de culte||Ascenseur||Chambres non-fumeurs,unknown,unknown,Thaï,unknown,unknown,unknown
Asia Hotel Bangkok,"Thaïlande


–

Excellent emplacement - voir la carte


–

Accès à la gare et au métro",10400 Bangkok,296 Phayathai Road  Ratchatewee  Ratchathewi,4,7.5,"8,0","7,4","7,8","7,8","7,9","9,2","7,1",Piscine extérieure ||Connexion Wi-Fi gratuite ||Chambres non-fumeurs ||Centre de remise en forme ||Parking gratuit ||Restaurant ||Réception ouverte 24h/24 ||Service d'étage ||Équipements pour les personnes handicapées ,,,,,,,"Chambre Lits Jumeaux Supérieure2 lits simples  : 2 adultes, 1 enfant||Chambre Double ou Lits Jumeaux Exécutive2 lits simples  : 2 adultes, 1 enfant||Chambre Double ou Lits Jumeaux Premier2 lits simples  : 2 adultes, 1 enfant||Chambre Lits Jumeaux Supérieure1 grand lit double  : 2 adultes, 1 enfant",Papier toilette||Salle de bains privative||Toilettes||Sèche-cheveux||Baignoire||Douche,unknown,unknown,unknown,Réfrigérateur,Portant,Bureau,Télévision à écran plat||Chaînes satellite||Téléphone||Télévision,Café sur place||Fruits||Vin/champagne||Buffet avec options enfants||Snack-bar||Petit-déjeuner en chambre||Restaurant,Une connexion Wi-Fi est disponible dans tout l'établissement gratuitemen,Un parking gratuit et privé est disponible sur place (sans réservation préalable,Service de concierge||Distributeur automatique de billets sur place||Bagagerie||Bureau d'excursions||Service de change||Réception ouverte 24h/24,Service de ménage quotidien||Presse à pantalons||Service de repassage||Nettoyage à sec||Blanchisserie/laverie,Fax/photocopies||Centre d'affaires||Salles de réunion/réception,unknown,Extincteurs||Caméras de surveillance dans les parties communes||Détecteurs de fumée||Cartes d'accès||Sécurité 24h/24||Coffre-fort,Espace fumeurs||Climatisation||Établissement entièrement non-fumeurs||Moquette||Chambres insonorisées||Ascenseur||Salon de coiffure/institut de beauté||Équipements pour les personnes handicapées||Chambres non-fumeurs||Service d'étage,unknown,Fitness||Fauteuil massant||Forfaits spa/bien-être||Coin spa/relaxation||Spa||Chaises longues ou de plage||Bain à remous/jacuzzi||Massages||Centre de remise en forme,Anglais||Thaï,Concerts/Spectacles||Billard||Court de tennis,Garde d'enfants,Toilettes avec barres d'appui||Accessible en fauteuil roulant
A Sleep Bangkok Sathorn,"Thaïlande


–

Bon emplacement - voir la carte


–

Accès à la gare",10120 Bangkok,88  Soi Sathorn9 Sathorn Road  Sathorn,3,7.9,"7,8","7,8","8,3","8,3","8,5","7,7","8,5",Connexion Wi-Fi gratuite ||Chambres familiales ||Chambres non-fumeurs ||Réception ouverte 24h/24 ||Service de ménage quotidien ||Bagagerie ,,,,,,,"Chambre Double Supérieure1 très grand lit double  : 2 adultes, 1 enfant||Chambre Lits Jumeaux Supérieure2 lits simples  : 2 adultes||Suite Familiale2 lits simpleset1 très grand lit double  : 4 adultes, 1 enfant||Chambre Double Standard1 très grand lit double  : 2 adultes, 1 enfant||Suite Familiale Deluxe2 lits simpleset1 très grand lit double  : 4 adultes",Papier toilette||Serviettes||Salle de bains privative||Toilettes||Douche,Linge de maison||Armoire ou penderie,unknown,unknown,Réfrigérateur,Prise près du lit,unknown,Télévision à écran plat||Chaînes satellite||Télévision,unknown,Une connexion Wi-Fi est disponible dans tout l'établissement gratuitemen,L'établissement ne dispose pas de parkin,unknown,unknown,unknown,unknown,Extincteurs||Caméras de surveillance dans les parties communes||Détecteurs de fumée||Alarme de sécurité||Cartes d'accès||Sécurité 24h/24,Chambres familiales||Chambres non-fumeurs||Climatisation,unknown,unknown,Anglais||Thaï,unknown,unknown,unknown
Let's Zzz Bangkok,"Thaïlande


–

Excellent emplacement - voir la carte",10200 Bangkok,85 Soi Samsen 1 Lumphu Rd  Wat Sampraya  Phra Nakorn  Phra Nakhon,no rating,8.8,"9,4","8,8","9,1","9,1","9,3","9,1","9,1",Connexion Wi-Fi gratuite ||Navette aéroport ||Chambres non-fumeurs ||Climatisation ||Ascenseur ||Service de ménage quotidien ||Bagagerie ||Espace fumeurs ||Plateau/bouilloire dans tous les hébergements ,,,,,,,"Chambre Lit King-Size Standard1 très grand lit double  : 2 adultes||Chambre Lits Jumeaux Standard2 lits simples  : 2 adultes||Chambre Triple Standard3 lits simples  : 3 adultes||Chambre Familiale Standard1 lit simpleet1 très grand lit double  : 3 adultes, 1 enfant",Papier toilette||Serviettes||Salle de bains privative||Toilettes||Articles de toilette gratuits||Sèche-cheveux||Douche,Linge de maison,unknown,unknown,Produits ménagers||Bouilloire électrique||Réfrigérateur,Prise près du lit||Étendoir||Portant,Bureau,Télévision à écran plat||Chaînes du câble||Télévision,Menus enfants||Petit-déjeuner en chambre||Plateau / bouilloire,Une connexion Wi-Fi est disponible dans les chambres gratuitemen,L'établissement ne dispose pas de parkin,Facture fournie sur demande||Casiers||Bagagerie||Bureau d'excursions,Service de ménage quotidien||Nettoyage à sec En supplément,Fax/photocopies,unknown,Extincteurs||Caméras de surveillance à l'extérieur de l'établissement||Caméras de surveillance dans les parties communes||Détecteurs de fumée||Alarme de sécurité||Cartes d'accès||Sécurité 24h/24||Coffre-fort,Service de navette En supplément||Réservé aux adultes||Salon commun/salle de télévision||Espace fumeurs||Climatisation||Établissement entièrement non-fumeurs||Sol carrelé / en marbre||Ascenseur||Navette aéroport En supplément||Chambres non-fumeurs,unknown,unknown,Anglais||Thaï,unknown,unknown,Étages supérieurs accessibles par ascenseur
Grande Centre Point Surawong Bangkok,"Thaïlande


–

Très bon emplacement - voir la carte


–

Accès à la gare",10500 Bangkok,299 Thanon Surawong  Bang Rak,5,9.4,"9,6","9,7","9,8","9,8","9,3","8,9","9,1",Piscine extérieure ||Connexion Wi-Fi gratuite ||Navette aéroport ||Chambres familiales ||Chambres non-fumeurs ||Centre de remise en forme ||Parking gratuit ||Spa et centre de bien-être ||Plateau/bouilloire dans tous les hébergements ,"Bangkokian Museum 250m||Thailand Creative & Design Center 350m||British Club 400m||Siam Pet 550m||Sathorn Park 650m||Gratte-ciel MahaNakhon 1km||Pont Taksin 1,1km||Samyan Sky Garden 1,4km||Parc Lumpini 2,5km||Madame Tussauds Bangkok 2,6km||",Café / barStarbucks Coffee 300m||Café / barwhisgars 300m||Café / barMaggie Choo 300m||,"Maison de Jim Thompson 2,8km||SEA LIFE Bangkok Ocean World 2,8km||Museum of Siam 3,4km||Suan Pakkad Palace Museum 3,9km||Palais royal 4km||Bangkok City Pillar 4km||Musée national de Bangkok 4,5km||",unknown,"TrainStation de BTS-Surasak 750m||TrainBTS-Saphan Taksin 950m||MétroMétro (MRT) Hua Lamphong 1,3km||MétroMétro (MRT) Sam Yan 1,4km||BusGare routière d'Ekamai 7km||BusGare routière de Mo Chit 10km||","TrainStation de BTS-Surasak 750m||TrainBTS-Saphan Taksin 950m||MétroMétro (MRT) Hua Lamphong 1,3km||MétroMétro (MRT) Sam Yan 1,4km||BusGare routière d'Ekamai 7km||BusGare routière de Mo Chit 10km||",Chambre Lit King-Size Premium1 très grand lit double  : 3 adultes||Chambre Lits Jumeaux Premium2 lits simples  : 3 adultes||Chambre Lit King-Size Exécutive1 très grand lit double  : 2 adultes||Chambre Lits Jumeaux Exécutive2 lits simples  : 2 adultes||Hébergement Communicant Premium2 lits simpleset1 très grand lit double  : 5 adultes||Hébergement Exécutif Familial2 lits simpleset1 très grand lit double  : 5 adultes||Chambre Lit King-Size Deluxe1 très grand lit double  : 3 adultes||Chambre Lits Jumeaux Deluxe2 lits simples  : 3 adultes,Papier toilette||Serviettes||Bidet||Chaussons||Salle de bains privative||Toilettes||Articles de toilette gratuits||Peignoir||Sèche-cheveux||Baignoire||Douche,Linge de maison,Vue sur la ville||Vue,Terrasse,Bouilloire électrique||Réfrigérateur,Portant,Canapé||Coin salon,Télévision à écran plat||Chaînes du câble||Téléphone,Minibar||Restaurant||Plateau / bouilloire,Une connexion Wi-Fi est disponible dans les chambres gratuitemen,Un parking gratuit et privé est disponible sur place (sans réservation préalable,Réception ouverte 24h/24,Service de ménage quotidien||Presse à pantalons En supplément||Service de repassage En supplément||Nettoyage à sec En supplément||Blanchisserie/laverie En supplément,Salles de réunion/réception En supplément,unknown,Extincteurs||Caméras de surveillance à l'extérieur de l'établissement||Caméras de surveillance dans les parties communes||Détecteurs de fumée||Alarme de sécurité||Cartes d'accès||Sécurité 24h/24||Coffre-fort,Service de navette||Supérette sur place||Espace fumeurs||Climatisation||Service de réveil||Insonorisation||Chambres insonorisées||Ascenseur||Chambres familiales||Équipements pour les personnes handicapées||Navette aéroport En supplément||Chambres non-fumeurs||Service d'étage,unknown,Piscine pour enfants||Fitness||Forfaits spa/bien-être||Bain à vapeur||Spa||Spa et centre de bien-être En supplément||Centre de remise en forme||Sauna,Anglais||Thaï,unknown,unknown,Toilettes avec barres d'appui||Accessible en fauteuil roulant||Étages supérieurs accessibles par ascenseur
Bangkok 68,"Thaïlande


–

Bon emplacement - voir la carte",10400 Bangkok,68 Soi Ratchada 17 (Soi Intamara 45) Dindaeng  Dindaeng  Din Daeng,3,7,"7,6","7,1","7,4","7,3","7,8","7,2","5,8",Piscine extérieure ||Connexion Wi-Fi gratuite ||Chambres familiales ||Chambres non-fumeurs ||Parking gratuit ||Réception ouverte 24h/24 ||Service d'étage ||Climatisation ||Ascenseur ||Bagagerie ,,,,,,,"Chambre Simple Économique1 lit simple  : 1 adulte, 1 enfant||Chambre Double Standard1 lit double  : 2 adultes, 1 enfant||Chambre Lits Jumeaux Standard2 lits simples  : 2 adultes, 1 enfant||Chambre Lit King-Size Supérieure1 grand lit double  : 2 adultes, 1 enfant||Chambre Triple Économique3 lits simples  : 3 adultes, 1 enfant||Chambre Familiale2 lits simpleset1 très grand lit double  : 4 adultes, 1 enfant||Chambre Triple Supérieure2 lits simpleset1 lit double  : 3 adultes, 1 enfant||Studio Triple1 lit simpleet1 lit double  : 3 adultes, 1 enfant",Papier toilette||Baignoire ou douche||Salle de bains privative||Toilettes||Articles de toilette gratuits,Armoire ou penderie,unknown,unknown,Réfrigérateur,Portant,unknown,Télévision à écran plat||Chaînes du câble,unknown,Une connexion Wi-Fi est disponible dans les parties communes gratuitemen,Un parking gratuit et privé est disponible à proximité (sans réservation préalable,unknown,unknown,unknown,unknown,Extincteurs||Caméras de surveillance à l'extérieur de l'établissement||Caméras de surveillance dans les parties communes||Détecteurs de fumée||Alarme de sécurité||Cartes d'accès||Sécurité 24h/24,Climatisation||Ascenseur||Chambres familiales||Chambres non-fumeurs,unknown,Massages En supplément,Anglais||Thaï,unknown,unknown,unknown
